#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
173	NM_001321791	chr3	-	105374304	105587887	105377813	105586421	18	105374304,105389076,105397274,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587755,	105378073,105389196,105397415,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,2,2,0,0,0,0,0,2,2,0,2,2,0,0,-1,
173	NM_170662	chr3	-	105374304	105587887	105377813	105586421	19	105374304,105389076,105397274,105400322,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587579,	105378073,105389196,105397415,105400454,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,1,2,2,0,0,0,0,0,2,2,0,2,2,0,0,-1,
173	NM_001321806	chr3	-	105374304	105587887	105377813	105464825	18	105374304,105389076,105397274,105400322,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105495239,105572257,105586253,105587755,	105378073,105389196,105397415,105400454,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,1,2,2,0,0,0,0,0,2,2,0,-1,-1,-1,-1,
173	NM_001321796	chr3	-	105374304	105587887	105377813	105586421	18	105374304,105389076,105397274,105400322,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105572257,105586253,105587755,	105378073,105389196,105397415,105400454,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,1,2,2,0,0,0,0,0,2,2,0,2,0,0,-1,
173	NM_001321795	chr3	-	105374304	105587887	105377813	105586421	18	105374304,105389076,105397274,105400322,105400567,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587579,	105378073,105389196,105397415,105400454,105400662,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,1,2,0,0,0,0,0,2,2,0,2,2,0,0,-1,
173	NM_001321794	chr3	-	105374304	105587887	105377813	105586421	18	105374304,105389076,105397274,105400322,105400567,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587755,	105378073,105389196,105397415,105400454,105400662,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,1,2,0,0,0,0,0,2,2,0,2,2,0,0,-1,
173	NM_001321793	chr3	-	105374304	105587887	105377813	105586421	18	105374304,105389076,105397274,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587579,	105378073,105389196,105397415,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,2,2,0,0,0,0,0,2,2,0,2,2,0,0,-1,
173	NM_001321807	chr3	-	105374304	105587887	105377813	105464825	20	105374304,105389076,105397274,105400322,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105468465,105470305,105495239,105572257,105586253,105587579,	105378073,105389196,105397415,105400454,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105468609,105470462,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,1,2,2,0,0,0,0,0,2,2,0,-1,-1,-1,-1,-1,-1,
173	NM_001321808	chr3	-	105374304	105587887	105377813	105464825	19	105374304,105389076,105397274,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105468465,105470305,105495239,105572257,105586253,105587755,	105378073,105389196,105397415,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105468609,105470462,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,2,2,0,0,0,0,0,2,2,0,-1,-1,-1,-1,-1,-1,
173	NM_001321790	chr3	-	105374304	105588266	105377813	105588232	18	105374304,105389076,105397274,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105588180,	105378073,105389196,105397415,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105588266,	0	CBLB	cmpl	cmpl	1,1,1,2,2,0,0,0,0,0,2,2,0,2,2,0,1,0,
173	NR_135812	chr3	-	105374304	105587403	105587403	105587403	19	105374304,105389076,105394603,105397274,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587375,	105378073,105389196,105394721,105397415,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587403,	0	CBLB	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
173	NR_135811	chr3	-	105374304	105587887	105587887	105587887	20	105374304,105389076,105389867,105397274,105400322,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587755,	105378073,105389196,105389890,105397415,105400454,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587887,	0	CBLB	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
173	NR_135809	chr3	-	105374304	105587887	105587887	105587887	19	105374304,105389076,105397274,105400567,105404163,105412337,105420937,105422831,105434043,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587579,	105378073,105389196,105397415,105400662,105404310,105412432,105421303,105423017,105434157,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587887,	0	CBLB	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
173	NR_135806	chr3	-	105374304	105587887	105587887	105587887	21	105374304,105389076,105391180,105397274,105400322,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105473186,105495239,105572257,105586253,105587579,	105378073,105389196,105391273,105397415,105400454,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105473318,105495386,105572508,105586435,105587887,	0	CBLB	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
173	NM_001321797	chr3	-	105374304	105587887	105377813	105586421	17	105374304,105389076,105397274,105400567,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587755,	105378073,105389196,105397415,105400662,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,2,0,0,0,0,0,2,2,0,2,2,0,0,-1,
173	NM_001321789	chr3	-	105374304	105587163	105377813	105587082	18	105374304,105389076,105397274,105400322,105400567,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587012,	105378073,105389196,105397415,105400454,105400662,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587163,	0	CBLB	cmpl	cmpl	1,1,1,1,2,0,0,0,0,0,2,2,0,2,2,0,1,0,
173	NM_001321788	chr3	-	105374304	105587887	105377813	105586421	19	105374304,105389076,105397274,105400322,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587755,	105378073,105389196,105397415,105400454,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,1,2,2,0,0,0,0,0,2,2,0,2,2,0,0,-1,
173	NM_001321786	chr3	-	105374304	105587225	105377813	105587082	19	105374304,105389076,105397274,105400322,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587012,	105378073,105389196,105397415,105400454,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587225,	0	CBLB	cmpl	cmpl	1,1,1,1,2,2,0,0,0,0,0,2,2,0,2,2,0,1,0,
173	NM_001321799	chr3	-	105374304	105587887	105377813	105586421	17	105374304,105389076,105397274,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105572257,105586253,105587579,	105378073,105389196,105397415,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,2,2,0,0,0,0,0,2,2,0,2,0,0,-1,
173	NM_001321820	chr3	-	105374304	105587887	105377813	105442884	20	105374304,105389076,105397274,105400567,105404163,105412337,105420937,105422831,105438890,105442869,105452852,105456014,105459337,105464760,105468465,105470305,105495239,105572257,105586253,105587755,	105378073,105389196,105397415,105400662,105404310,105412432,105421303,105423017,105439094,105443033,105452984,105456102,105459475,105464882,105468609,105470462,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,2,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
179	NM_001318826	chr3	+	112051793	112081658	112064057	112080397	6	112051793,112059748,112063808,112066409,112068558,112080389,	112052071,112059830,112064135,112066677,112068666,112081658,	0	CD200	cmpl	cmpl	-1,-1,0,0,1,1,
179	NM_001318830	chr3	+	112051793	112081658	112064057	112080397	5	112051793,112063808,112066409,112068558,112080389,	112052071,112064135,112066677,112068666,112081658,	0	CD200	cmpl	cmpl	-1,0,0,1,1,
179	NM_001318828	chr3	+	112051793	112081658	112063936	112080397	5	112051793,112063808,112066404,112068558,112080389,	112052071,112064135,112066677,112068666,112081658,	0	CD200	cmpl	cmpl	-1,0,1,1,1,
179	NM_005944	chr3	+	112051793	112081658	112052059	112080397	6	112051793,112059748,112063808,112066404,112068558,112080389,	112052071,112059830,112064135,112066677,112068666,112081658,	0	CD200	cmpl	cmpl	0,0,1,1,1,1,
179	NM_001004196	chr3	+	112051793	112081658	112052059	112080397	7	112051793,112054789,112059748,112063808,112066404,112068558,112080389,	112052071,112054864,112059830,112064135,112066677,112068666,112081658,	0	CD200	cmpl	cmpl	0,0,0,1,1,1,1,
187	NM_002093	chr3	-	119540801	119813264	119545634	119812281	12	119540801,119562101,119582265,119585436,119595259,119624601,119631550,119634890,119642219,119666114,119720892,119812193,	119545702,119562200,119582452,119585475,119595355,119624699,119631657,119635021,119642330,119666198,119721086,119813264,	0	GSK3B	cmpl	cmpl	1,1,0,0,0,1,2,0,0,0,1,0,
187	NM_001146156	chr3	-	119540801	119813264	119545634	119812281	11	119540801,119562101,119582265,119595259,119624601,119631550,119634890,119642219,119666114,119720892,119812193,	119545702,119562200,119582452,119595355,119624699,119631657,119635021,119642330,119666198,119721086,119813264,	0	GSK3B	cmpl	cmpl	1,1,0,0,1,2,0,0,0,1,0,
188	NM_199420	chr3	-	121150272	121264853	121151150	121264724	30	121150272,121151764,121154968,121158838,121168161,121178896,121186365,121187151,121190836,121192196,121195386,121200418,121202232,121203887,121206148,121212324,121215654,121217323,121228407,121228885,121230733,121238717,121240849,121248491,121251836,121255946,121258279,121260195,121263573,121264561,	121151264,121151880,121155122,121158963,121168273,121179081,121186487,121187278,121191011,121192334,121195580,121200659,121202429,121204031,121209255,121212568,121215779,121217517,121228550,121229090,121230876,121238930,121240996,121248639,121252056,121256055,121258436,121260326,121263753,121264853,	0	POLQ	cmpl	cmpl	0,1,0,1,0,1,2,1,0,0,1,0,1,1,2,1,2,0,1,0,1,1,1,0,2,1,0,1,1,0,
191	NM_001322992	chr3	+	123813527	124238698	123813684	124237309	33	123813527,123946836,123953675,123983344,123987589,124017637,124044826,124048707,124053111,124065989,124103691,124113981,124117543,124132316,124141658,124149502,124153153,124160791,124165007,124165609,124174023,124175456,124180736,124181370,124193509,124196091,124201654,124207050,124209540,124210169,124211586,124215157,124237246,	123813751,123946911,123953790,123983537,123988102,124017760,124045018,124048839,124053342,124066112,124103883,124114190,124117718,124132512,124141825,124149622,124153372,124160906,124165123,124165732,124174206,124175575,124180803,124181480,124193579,124196181,124201747,124207162,124209731,124210271,124211729,124215260,124238698,	0	KALRN	cmpl	cmpl	0,1,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,2,0,
191	NM_001322988	chr3	+	123813527	124394274	123813684	124393465	49	123813527,123946836,123953675,123983344,123987589,124017637,124044826,124048707,124053111,124065989,124103691,124113981,124117543,124132316,124141658,124149502,124153153,124157734,124160791,124165007,124165609,124174023,124175456,124180736,124181370,124193509,124196091,124201654,124207050,124209540,124210169,124211586,124215157,124281689,124351266,124352698,124356054,124369654,124374447,124376294,124376580,124377277,124378211,124379769,124380697,124385295,124385858,124390506,124393210,	123813751,123946911,123953790,123983537,123988102,124017760,124045018,124048839,124053342,124066112,124103883,124114190,124117718,124132512,124141825,124149622,124153372,124157884,124160906,124165123,124165732,124174206,124175575,124180803,124181480,124193579,124196181,124201747,124207162,124209731,124210271,124211729,124215260,124281936,124351550,124352800,124356150,124369785,124374514,124376398,124376650,124377364,124378304,124379820,124380775,124385481,124386030,124390745,124394274,	0	KALRN	cmpl	cmpl	0,1,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,
191	NM_001322996	chr3	+	124303505	124394274	124303668	124393465	16	124303505,124351266,124352695,124356054,124369654,124374447,124376294,124376580,124377277,124378211,124379769,124380697,124385295,124385858,124390506,124393210,	124303753,124351550,124352800,124356150,124369785,124374514,124376398,124376650,124377364,124378304,124379820,124380775,124385481,124386030,124390745,124394274,	0	KALRN	cmpl	cmpl	0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,
191	NM_001322990	chr3	+	123813527	124238698	123813684	124237309	34	123813527,123946836,123953675,123983344,123987589,124017637,124044826,124048707,124053111,124065989,124103691,124113981,124117543,124132316,124141658,124149502,124153153,124157734,124160791,124165007,124165609,124174023,124175456,124180736,124181370,124193509,124196091,124201654,124207050,124209540,124210169,124211586,124215157,124237246,	123813751,123946911,123953790,123983537,123988102,124017760,124045018,124048839,124053342,124066112,124103883,124114151,124117718,124132512,124141825,124149622,124153372,124157884,124160906,124165123,124165732,124174206,124175575,124180803,124181480,124193579,124196181,124201747,124207162,124209731,124210271,124211729,124215260,124238698,	0	KALRN	cmpl	cmpl	0,1,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,2,0,
191	NR_028136	chr3	+	123813527	123883533	123883533	123883533	3	123813527,123881056,123881555,	123813751,123881294,123883533,	0	KALRN	unk	unk	-1,-1,-1,
191	NM_001322991	chr3	+	123813527	124238698	123813684	124237309	34	123813527,123946836,123953675,123983344,123987589,124017637,124044826,124048707,124053111,124065989,124103691,124113981,124117543,124132316,124141658,124149502,124153180,124157734,124160791,124165007,124165609,124174023,124175456,124180736,124181370,124193509,124196091,124201654,124207050,124209540,124210169,124211586,124215157,124237246,	123813751,123946911,123953790,123983537,123988102,124017760,124045018,124048839,124053342,124066112,124103883,124114151,124117718,124132512,124141825,124149622,124153372,124157884,124160906,124165123,124165732,124174206,124175575,124180803,124181480,124193579,124196181,124201747,124207162,124209731,124210271,124211729,124215260,124238698,	0	KALRN	cmpl	cmpl	0,1,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,2,0,
191	NM_001322993	chr3	+	124303505	124445172	124303668	124438317	27	124303505,124351266,124352695,124356054,124369654,124374447,124376294,124376580,124377277,124378211,124379769,124380697,124385295,124385858,124390506,124393210,124397036,124398304,124412650,124413178,124414980,124416439,124418715,124420884,124431781,124436093,124437771,	124303753,124351550,124352800,124356150,124369785,124374514,124376398,124376650,124377364,124378304,124379820,124380775,124385481,124386030,124390745,124393461,124397160,124398364,124412678,124413350,124415102,124416571,124418880,124420963,124431982,124436232,124445172,	0	KALRN	cmpl	cmpl	0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,2,0,0,1,2,1,1,1,2,2,0,
191	NM_003947	chr3	+	123813527	124238698	123813684	124237309	34	123813527,123946836,123953675,123983344,123987589,124017637,124044826,124048707,124053111,124065989,124103691,124113981,124117543,124132316,124141658,124149502,124153153,124157734,124160791,124165007,124165609,124174023,124175456,124180736,124181370,124193509,124196091,124201654,124207050,124209540,124210169,124211586,124215157,124237246,	123813751,123946911,123953790,123983537,123988102,124017760,124045018,124048839,124053342,124066112,124103883,124114190,124117718,124132512,124141825,124149622,124153372,124157884,124160906,124165123,124165732,124174206,124175575,124180803,124181480,124193579,124196181,124201747,124207162,124209731,124210271,124211729,124215260,124238698,	0	KALRN	cmpl	cmpl	0,1,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,2,0,
191	NM_001322998	chr3	+	124303505	124394274	124303668	124393465	15	124303505,124351266,124352695,124369654,124374447,124376294,124376580,124377277,124378211,124379769,124380697,124385295,124385858,124390506,124393207,	124303753,124351550,124352800,124369785,124374514,124376398,124376650,124377364,124378304,124379820,124380775,124385481,124386030,124390745,124394274,	0	KALRN	cmpl	cmpl	0,1,0,0,2,0,2,0,0,0,0,0,0,1,0,
